Symbol,AvgRSI2,Hist,Ubb,Close,Lbb,Sma5,Sma200,Sma20
OCL,51.58063163,-0.234162646,318.9996472,318.75,300.2653528,312.41,211.904,309.6325
PSB,51.59813642,0.532017612,59.96660236,59.55,53.10339764,55.9,52.72275,56.535
MAXWELL,51.67665401,-0.09936466,26.37445457,24.95,23.05554543,24.78,18.36575,24.715
SONATSOFTW,51.70771995,0.765077221,132.4434681,117.85,75.30653192,119.04,57.377,103.875
UNITECH,51.7086135,0.195608533,25.2270953,23.25,21.0829047,22.96,19.77925,23.155
GSCLCEMENT,51.71837827,-0.488097114,46.55623191,40.75,32.82876809,40.68,20.31325,39.6925
ADANIENT,51.72006181,0.670690987,519.0316652,506.75,472.8733348,511.03,371.8905,495.9525
OMKARCHEM,51.72293963,-0.510750559,143.6919717,139.3,138.1530283,140.12,125.787,140.9225
GRANULES,51.73879261,1.129937725,847.8041736,782.75,612.2908264,792.15,373.70725,730.0475
SANGHVIFOR,51.76802185,-0.358466564,41.15354106,37,34.37645894,35.75,24.7765,37.765
JINDCOT,52.02787332,0.445320779,22.07175413,19.9,13.03324587,20.24,15.43425,17.5525
HEIDELBERG,52.0351114,0.833295231,82.9459232,78,59.6490768,79.37,49.4515,71.2975
GRAVITA,52.08065953,0.086943193,85.66743553,78.8,68.21756447,79.88,50.221,76.9425
ESSAROIL,52.10003218,0.036953231,129.2445742,129.2,116.5904258,126.55,75.841,122.9175
EMMBI,52.12487358,0.102954272,14.13933602,13.6,12.77066398,13.81,11.561,13.455
JAYSREETEA,52.30855117,0.281575812,109.7370466,99.3,82.75795336,99.85,90.3465,96.2475
ANSALAPI,52.62366826,-0.002180572,37.57998822,33.75,30.99001178,32.78,26.76325,34.285
ELECTCAST,52.6920592,0.030918655,31.29115254,26.65,24.59884746,26.8,22.0805,27.945
GITANJALI,52.98226797,0.358126115,72.28749009,67.2,63.16250991,66.83,68.9265,67.725
BIRLACORPN,53.04059113,-7.965578437,601.3041644,536.95,494.4858356,534.88,327.33025,547.895
DLF,53.17416455,-0.699506718,208.4275859,177,165.9974141,174.18,175.84675,187.2125
TATACHEM,53.21950075,2.152129827,426.7747675,410.1,345.1852325,413.68,303.903,385.98
TATACHEM,53.21950075,2.152129827,426.7747675,410.1,345.1852325,413.68,303.903,385.98
RUBYMILLS,53.25152274,1.341536552,330.9561086,317.55,272.7888914,317.36,214.484,301.8725
TATAPOWER,53.26032686,0.353468031,94.49545475,89.9,85.79954525,88.75,88.755,90.1475
MAHLIFE,53.41229843,-1.601150692,562.5926867,541.65,538.5623133,543.28,440.20675,550.5775
NITESHEST,53.42942539,-0.030055919,14.68737063,13.25,12.46262937,12.91,13.64175,13.575
TECHM,53.55390125,7.538148239,2557.805763,2444.35,2095.334237,2461.56,1919.3505,2326.57
WHEELS,53.59601666,1.059214194,925.5787269,895.2,803.1862731,906.24,707.08925,864.3825
TTML,53.59812105,0.001554419,12.07078268,11.1,10.42921732,11.13,9.165,11.25
KOTAKBANK,53.78387875,0.63822053,1112.864382,1064.95,943.4756182,1070.4,817.432,1028.17
NITCO,53.80984069,0.066796079,22.71888311,20.7,16.25111689,20.28,16.465,19.485
KALPATPOWR,53.87792932,0.384643596,174.7298055,168.25,158.6301945,168.83,122.95025,166.68
SMLISUZU,53.95116283,-6.820332864,884.5615647,790.1,661.3334353,786.86,418.01575,772.9475
ASHAPURMIN,53.96960745,-0.213138497,79.73640334,71.75,67.27859666,71.14,63.88425,73.5075
JHS,53.9954653,0.078248213,8.769225659,8.45,6.875774341,8.35,7.08825,7.8225
RELIANCE,54.05818086,2.922854004,1041.280753,1015.85,976.7592466,1027.62,943.2425,1009.02
CARBORUNIV,54.05854974,0.668942874,203.7040628,196.75,178.1209372,199.25,154.58725,190.9125
CARBORUNIV,54.05854974,0.668942874,203.7040628,196.75,178.1209372,199.25,154.58725,190.9125
RUCHISOYA,54.0775761,-0.004847953,42.72309757,39.7,38.45690243,39.6,36.80375,40.59
EDELWEISS,54.10278978,0.288516946,57.88243391,53.8,49.20256609,52.85,40.49925,53.5425
ANKITMETAL,54.21234665,0.059360519,6.735825424,6,5.719174576,6.03,8.578,6.2275
OPTOCIRCUI,54.28528887,0.405038045,28.52747368,26.5,23.77752632,25.79,30.012,26.1525
VIJAYABANK,54.31623335,0.170339275,46.49237619,45.5,44.46262381,45.22,43.16525,45.4775
AGCNET,54.31711192,0.406171852,62.83324637,61.3,58.18675363,61.28,61.3855,60.51
TIMKEN,54.38343069,-4.451654778,489.9060092,424.15,338.9289908,423.22,231.8535,414.4175
MTEDUCARE,54.58902963,-0.361893252,141.0278996,134.75,124.8771004,134.64,100.459,132.9525
PANACEABIO,54.68834709,0.268213758,179.1936306,172.1,159.3063694,171.71,134.83675,169.25
JINDWORLD,54.72085579,1.595894682,148.5336,143,115.3664,141.11,110.73225,131.95
AEGISCHEM,54.72991885,0.392531588,371.1340464,374.05,313.3409536,360.79,205.8805,342.2375
SUPREMEINF,54.79533692,0.055505321,394.2730323,346.45,325.4369677,345.92,282.1995,359.855
ANDHRSUGAR,54.86870726,-0.041417221,155.4856265,148.55,136.4193735,147.28,117.2465,145.9525
JBFIND,55.12817026,0.071067302,145.3052846,142.45,135.2397154,142.08,98.949,140.2725
IBULHSGFIN,55.12981099,0.732892934,404.0401967,394.8,375.5298033,397.13,293.0585,389.785
KILITCH,55.13997251,0.057682983,32.96465094,28.85,21.44534906,29.07,22.1455,27.205
ALBK,55.21363612,0.029180914,124.6621699,117.5,112.4078301,116.29,103.5345,118.535
JUSTDIAL,55.22485298,-5.194485412,1778.388363,1699.15,1635.951637,1714.05,1446.43775,1707.17
ASAHISONG,55.34044186,1.299698528,196.1594505,175.75,115.7105495,176.32,95.07125,155.935
AIAENG,55.37226581,7.619683272,1010.728023,957.05,745.2169769,963.2,632.9895,877.9725
TEXMOPIPES,55.47433245,-0.048354345,16.45830667,16.05,15.34669333,15.87,9.5105,15.9025
WABAG,55.47537459,8.462857254,1477.293763,1458.1,1315.281237,1438.36,908.71025,1396.2875
ESSARSHPNG,55.50753364,0.271416991,22.36006447,20.75,17.37993553,20.93,19.15525,19.87
PRAKASHSTL,55.52302578,0.337808122,117.0734011,115.15,111.2065989,114.7,114.49275,114.14
GAMMNINFRA,55.67429978,0.182856374,15.24208493,14.65,11.91791507,14.55,10.289,13.58
ROLTA,55.87255438,0.822359162,112.1597083,110.85,100.1952917,110.57,84.9335,106.1775
PFOCUS,56.01936132,-0.086726015,49.78085404,48.95,48.64414596,48.93,35.51,49.2125
TATAINVEST,56.03831614,2.440224069,581.7193714,565.65,525.3156286,569.25,475.9725,553.5175
INDHOTEL,56.05732085,1.252133244,104.2208913,98.05,78.54910871,98.79,76.57375,91.385
RJL,56.09809189,0.009175376,64.57909361,62.1,60.15090639,62.34,60.25,62.365
SUZLON,56.17423332,0.165099691,23.9706601,23.85,20.5793399,22.25,16.68525,22.275
MCDHOLDING,56.18478332,0.219793956,40.16969497,34,30.08030503,33.36,36.425,35.125
MAWANASUG,56.24429337,0.090302833,13.33570432,13.2,11.47429568,12.21,10.28675,12.405
ESSARPORTS,56.27270848,0.236699312,92.10549913,93.35,85.37950087,91.08,67.628,88.7425
IFBAGRO,56.5539693,1.701061471,224.623968,214.55,194.771032,217.69,197.4635,209.6975
JSL,56.74979175,-0.139432632,52.80973489,45.35,42.16526511,44.89,42.24625,47.4875
SUJANATWR,56.75801046,0.037305396,23.71220345,21.85,17.25779655,21.13,12.96825,20.485
IDEA,56.77869725,0.499618465,176.0145991,170.1,148.1454009,169.02,147.9455,162.08
ZANDUREALT,56.80258128,-5.466937555,1859.018307,1757.15,1588.521693,1757.65,1131.27675,1723.77
GDL,56.9662202,-0.166332196,275.3687641,259.45,232.6012359,258.21,183.4505,253.985
INDNIPPON,57.01960403,1.987611173,347.709334,329.4,258.845666,329.64,208.49375,303.2775
BFUTILITIE,57.1214644,2.249642615,672.8451106,622.25,587.3898894,617.23,594.19625,630.1175
RICOAUTO,57.20690917,-0.056520029,25.51450716,24.3,22.25049284,24.78,14.012,23.8825
NAHARSPING,57.26672593,0.966490524,127.1124419,112.85,97.10755809,107.42,116.42175,112.11
FLFL,57.29966101,0.046637588,90.92803294,83.95,78.85696706,81.23,78.88475,84.8925
WALCHANNAG,57.3533666,2.872612201,128.9884089,119.45,73.40159109,119.72,77.6325,101.195
JKCEMENT,57.56398926,-1.175782433,502.2230014,494.75,463.1819986,495.64,283.643,482.7025
ORBTEXP,57.5997609,-1.037920649,285.7124302,256.75,194.7075698,258.17,127.98525,240.21
MARALOVER,57.75091337,0.236177431,24.23256598,23.6,20.86243402,23.36,21.1475,22.5475
MTNL,57.76396586,0.494658678,34.13041748,32.5,27.30958252,33.26,21.97825,30.72
HOVS,57.77176559,-0.060696216,106.2562859,100.85,95.65871414,101.41,88.8775,100.9575
MEGH,57.7922112,-0.234144083,18.99126534,17.45,15.83373466,17.08,10.518,17.4125
SUNDARAM,57.83029988,0.012586775,3.242014758,2.85,2.567985242,2.82,8.71625,2.905
ANIKINDS,57.86941436,0.087601361,32.92502425,32.1,30.46997575,32.16,25.1595,31.6975
SOUTHBANK,57.87500859,0.066136006,29.49581777,27.9,26.91418223,27.99,24.68725,28.205
SOUTHBANK,57.87500859,0.066136006,29.49581777,27.9,26.91418223,27.99,24.68725,28.205
SHRIRAMCIT,57.90873369,-0.105747428,1751.364892,1726.45,1578.755108,1685.48,1266.90125,1665.06
SANGHVIMOV,58.10938755,1.11447343,162.9740467,155.4,133.8309533,154.65,90.985,148.4025
BOSCHLTD,58.22921551,-11.66698548,15522.80506,14942.8,13346.42494,14817.07,11032.94425,14434.615
BALAJITELE,58.25918299,-0.337837825,85.31864795,79.45,70.43135205,78.71,54.58275,77.875
KIRIINDUS,58.3115004,1.021140782,147.9916435,141.45,125.0233565,143.36,97.99625,136.5075
JETAIRWAYS,58.38324527,0.224652956,253.7240733,231.7,209.8309267,222.43,255.25375,231.7775
REISIXTEN,58.38571894,0.00910066,0.478415465,0.45,0.326584535,0.39,0.70475,0.4025
JAICORPLTD,58.40361852,0.788490633,105.0103292,102.55,87.60467076,99.42,79.64425,96.3075
HONAUT,58.51356024,7.792613832,5468.769354,5280.2,4815.020646,5292.22,3563.97375,5141.895
JISLJALEQS,58.51760963,0.874705059,96.67340992,93.75,86.16659008,91.37,83.70275,91.42
ACC,58.51967912,0.721717432,1570.160803,1532.25,1459.109197,1534.84,1280.83975,1514.635
FEDDERLOYD,58.69173012,-1.553840151,94.29606409,72.4,66.22893591,71.14,52.327,80.2625
WABCOINDIA,58.70183671,15.33365414,3903.284313,3776.3,3301.980687,3790.2,2443.676,3602.6325
MONNETISPA,58.72402536,-0.861060653,135.9431463,107.95,99.38685372,106.64,115.53475,117.665
HMVL,58.75136384,0.129609293,166.0430108,161.75,153.4169892,161.14,139.229,159.73
MHRIL,58.78594111,0.367049671,309.4096462,300.4,284.5153538,297.84,263.89075,296.9625
ICRA,58.83416075,2.174810862,2609.663194,2593.05,2582.716806,2596.26,2042.482,2596.19
BAGFILMS,58.95268847,0.011515376,3.767273939,3.5,3.192726061,3.43,3.158,3.48
RENUKA,59.17018121,0.012759405,21.90183143,18.65,17.42316857,18.23,22.1985,19.6625
DABUR,59.29325298,-0.9818724,236.7784098,225.85,211.3315902,226.55,183.622,224.055
COALINDIA,59.34111281,2.592257242,380.9925111,380.65,348.1774889,376.16,316.848,364.585
AUSTRAL,59.39342897,-0.002053922,0.960625336,0.75,0.654374664,0.72,0.708,0.8075
CRISIL,59.49914359,6.05475491,1994.40131,1964.1,1815.19869,1963.83,1388.71225,1904.8
TGBHOTELS,59.52994353,0.313528597,57.59120601,55.6,53.06879399,55.24,58.44225,55.33
KCPSUGIND,59.66653705,0.048764831,22.86127595,22.15,19.85372405,21.34,19.17575,21.3575
OMNITECH,59.70495644,0.056779484,11.69934793,11.55,10.87065207,11.14,12.02275,11.285
LAXMIMACH,59.8107312,16.10592228,4249.926473,4117.5,3688.318527,4098.8,3156.21075,3969.1225
TDPOWERSYS,59.81912124,0.054776078,343.8143975,332.75,309.2106025,329.95,275.41375,326.5125
GUJNRECOKE,59.85648556,0.055052818,10.81046473,9.25,8.669535271,9.18,10.95975,9.74
AUTOIND,59.88428743,0.974741555,88.94626882,88.9,74.31373118,84.22,78.93075,81.63
LITL,59.96954922,0.036609567,9.751160575,8.75,7.673839425,8.24,8.46925,8.7125
BLUEDART,60.04754863,5.002781476,5022.037126,4741.2,4061.337874,4741.72,3657.10425,4541.6875
DLINKINDIA,60.06309407,-0.216433325,108.5153845,107.2,82.44961548,101.06,43.56575,95.4825
BRANDHOUSE,60.10542938,0.010747621,2.454284984,2,1.755715016,1.94,2.60225,2.105
EMAMILTD,60.18214066,1.715372906,727.9430792,691.25,569.1769208,694.63,491.3045,648.56
DREDGECORP,60.19813221,5.110461716,482.5787888,462.7,388.3312112,462.76,337.0585,435.455
IFCI,60.23237454,-0.024675958,37.85049304,34.05,31.98950696,33.59,29.894,34.92
CARERATING,60.60817399,-0.382875961,1340.269117,1308.9,1212.890883,1312.97,897.25,1276.58
SURYALAXMI,60.65049064,-0.196325325,153.5573598,142.4,107.9126402,142.7,61.84225,130.735
MERCK,60.71682692,4.037351293,840.5232897,814.95,728.4217103,820.38,653.07925,784.4725
NITINFIRE,60.73555432,0.488032233,66.5358469,67.45,60.3141531,64.9,61.02775,63.425
PVR,60.76441171,4.644295268,731.7278387,707.55,612.2171613,710.39,590.12875,671.9725
PARACABLES,60.81288565,0.003118167,3.271759546,3.15,2.848240454,3,2.09525,3.06
SUDAR,60.86101212,0.375740412,37.88464637,36.5,28.23035363,34.85,24.58075,33.0575
BAYERCROP,60.94788116,-5.079875739,2638.929512,2461.1,2069.370488,2464.03,1719.677,2354.15
EKC,61.02767774,0.061268457,17.36341636,16.5,15.50158364,16.2,16.41525,16.4325
AVANTI,61.11156624,-1.438992381,1459.686389,1418.3,1129.448611,1421.85,578.2195,1294.5675
MOTHERSUMI,61.18402209,2.398170712,407.855362,401.6,335.484638,392.77,277.656,371.67
GLAXO,61.2201458,2.945247993,2527.287029,2509,2470.407971,2512.06,2632.2715,2498.8475
STCINDIA,61.24405737,0.199711118,228.5025989,215.45,197.0474011,214.3,188.0545,212.775
LIBERTSHOE,61.28763664,0.554663936,327.71864,325.25,286.02636,318.76,185.3905,306.8725
GEINDSYS,61.32446905,0.387179469,25.87094298,24.3,21.82905702,24.1,29.226,23.85
ONGC,61.41718639,1.60648405,459.6271376,445.4,402.6728624,446.2,347.28425,431.15
KOHINOOR,61.47634216,1.04855776,59.76959818,56.35,40.56540182,56.33,44.45475,50.1675
3MINDIA,61.48702157,-22.64266087,6301.479448,6018.3,5321.125552,5974.27,4146.026,5811.3025
EASUNREYRL,61.49759556,0.095531279,75.61275297,68.55,64.78724703,67.8,69.75725,70.2
ATLASCYCLE,61.49839885,0.590409385,310.466827,287.3,243.863173,286.16,251.206,277.165
VIMALOIL,61.61066892,1.419721135,192.251446,188,161.543554,184.42,159.66925,176.8975
POWERGRID,61.75659737,0.352136393,137.765325,136.15,129.084675,134.38,113.3295,133.425
ABAN,61.79650475,3.924580872,769.6281617,747.95,699.1618383,750.32,569.74,734.395
NGCT,61.80183566,-0.004250578,1.92244459,1.65,1.54255541,1.63,2.37875,1.7325
APLAPOLLO,61.81742257,-1.401086591,351.8055177,324.75,312.1044823,324.38,222.21,331.955
BIRLAMONEY,61.83376114,0.018378422,23.76068651,22.2,20.38431349,22.32,16.153,22.0725
ASTRAL,61.84747832,-1.188430688,883.6059475,815.85,701.8990525,826.67,511.6655,792.7525
ADFFOODS,61.85899857,1.487304764,75.32467719,71.15,49.38532281,71.13,51.237,62.355
CHENNPETRO,61.89044644,0.01913596,95.84561494,90.9,84.68438506,90.22,76.7675,90.265
BAJAJHLDNG,61.90120113,-1.095789726,1401.50604,1359.3,1302.88896,1361.43,1083.3395,1352.1975
ATLANTA,61.91858195,-0.517900947,76.34678463,69.05,65.48821537,68.44,48.7905,70.9175
JMFINANCIL,62.25665977,-0.16563571,44.82681903,42.35,39.83318097,41.98,32.32575,42.33
SHARRESLTD,62.26057755,-0.532922405,56.16670017,45.7,37.67829983,43.05,37.27125,46.9225
PRECWIRE,62.28008337,1.19413874,119.2308246,115.25,97.98417536,116.47,91.293,108.6075
TCS,62.40298841,8.68369135,2659.720302,2600.15,2400.034698,2611.49,2246.823,2529.8775
PATELENG,62.48240448,0.975447043,109.419611,104.95,96.45538899,105.04,80.12575,102.9375
NEYVELILIG,62.57913785,0.839564474,92.84425273,90.8,81.88574727,90.55,74.50775,87.365
SJVN,62.60370401,-0.075381038,25.16689826,24,22.60310174,23.17,22.38375,23.885
KOTHARIPRO,62.61399748,-0.248545305,286.895614,273.75,242.494386,272.39,319.95825,264.695
APLLTD,62.69116411,0.783812715,422.7083331,403.35,336.8366669,402.38,272.59275,379.7725
HITACHIHOM,62.77182494,2.591221794,590.6728104,540,360.3421896,537.15,225.579,475.5075
TATAMOTORS,62.80008749,-1.49905523,538.6898874,516.55,479.3851126,512.56,419.85175,509.0375
AXISBANK,63.11993557,50.24724767,428.397505,416.5,374.677495,417.66,1320.251,401.5375
AXISBANK,63.11993557,50.24724767,428.397505,416.5,374.677495,417.66,1320.251,401.5375
GSS,63.16367492,0.18555575,35.37614536,34.35,31.34385464,33.31,35.94775,33.36
GSS,63.16367492,0.18555575,35.37614536,34.35,31.34385464,33.31,35.94775,33.36
WIPRO,63.18916031,2.752790005,593.1425714,581.65,531.9324286,584.28,542.9785,562.5375
SMARTLINK,63.32846068,2.696585867,81.77734386,78.8,42.06265614,78.01,49.85725,61.92
OMAXE,63.33920137,0.573333283,130.7695346,128,122.5354654,127.76,130.2455,126.6525
ADANIPORTS,63.35231391,-0.227128676,305.8419438,293.45,270.3030562,293.58,205.28025,288.0725
NUCLEUS,63.36709701,2.557945127,256.9823529,235,168.8576471,233.56,188.78125,212.92
UBL,63.41685159,0.647851592,743.9727373,718.9,699.0222627,724.71,766.77,721.4975
NATNLSTEEL,63.48329246,0.111669396,22.56982156,22.85,20.66017844,21.68,17.39425,21.615
SEAMECLTD,63.51009124,0.099838373,158.6836414,151.3,117.3263586,145.56,92.04175,138.005
SUNFLAG,63.53865476,0.323715072,31.42204865,30.95,26.13795135,30.55,22.11475,28.78
INFRATEL,63.54751691,2.647769863,295.2852116,284.4,246.1147884,287.99,214.01675,270.7
AMARAJABAT,63.60054535,0.282104838,611.9240838,592.6,524.5959162,589.31,415.0645,568.26
SFCL,63.60890193,1.589465744,64.23017109,60.2,35.18982891,60.56,29.6695,49.71
PLETHICO,63.61976928,0.273325902,46.38522941,44.45,41.86977059,43.7,45.236,44.1275
IOC,63.69062497,2.728824871,407.5460271,390.85,328.7589729,392.22,284.351,368.1525
BSL,63.71465443,0.120704681,28.35144452,27.5,24.72355548,26.97,20.356,26.5375
INGVYSYABK,63.84979175,0.211839424,651.1740271,633.05,603.0909729,630.1,597.5425,627.1325
INGVYSYABK,63.84979175,0.211839424,651.1740271,633.05,603.0909729,630.1,597.5425,627.1325
MARUTI,63.85437895,2.939285853,2992.727308,2906.95,2613.007692,2902.22,2094.825,2802.8675
MARUTI,63.85437895,2.939285853,2992.727308,2906.95,2613.007692,2902.22,2094.825,2802.8675
JBCHEPHARM,63.91324286,1.174579032,238.668932,247.7,192.451068,231.16,146.821,215.56
RAIN,63.91845856,0.535673488,50.90461131,48.45,39.23038869,48.59,39.11275,45.0675
SBBJ,63.92401066,1.99910486,636.8931839,629.35,588.8568161,627.5,425.10675,612.875
HANUNG,63.93890261,0.369142905,25.38701623,24.7,22.54798377,23.89,24.99875,23.9675
RUSHIL,63.97152113,0.246914104,51.47709841,51.1,45.45290159,49.43,50.67375,48.465
MOSERBAER,64.01997807,0.084408101,8.811332741,8.65,7.438667259,8.05,5.57675,8.125
CGCL,64.06683006,0.005257373,175.3107852,172.1,165.3442148,170.28,140.47375,170.3275
RPOWER,64.1055032,0.13265405,90.47481537,76.2,70.38518463,75.65,78.67625,80.43
SGJHL,64.14120488,0.214802876,32.28113317,29.85,26.16386683,29.21,31.255,29.2225
UTTAMSTL,64.15004358,0.134082996,81.58890301,77.8,70.29109699,74.96,71.47775,75.94
MRPL,64.2026199,0.5542572,66.49415457,63.95,58.87084543,64.6,53.97,62.6825
SURYAROSNI,64.23916084,0.859905564,101.0301641,97.75,85.83483589,97.27,84.405,93.4325
GOKEX,64.24025846,0.555623018,76.63972942,72.5,65.11027058,70.7,67.3345,70.875
PRESSMN,64.26494766,-0.027056938,21.90790274,20,19.17209726,20.04,21.523,20.54
COLPAL,64.49657473,9.133508133,1599.257939,1566.6,1433.957061,1562.67,1407.50425,1516.6075
SKUMARSYNF,64.51714359,0.05417048,5.500743625,5.2,4.339256375,4.87,4.7915,4.92
SUNDRMFAST,64.52421052,-0.220540032,140.82476,135.2,118.13524,134.23,74.44775,129.48
JSWHL,64.54662258,0.922587208,872.4326536,847.7,798.0023464,840.66,665.56875,835.2175
ANANTRAJ,64.56726675,0.339242288,61.27034358,58.15,53.49965642,56.01,59.42425,57.385
PNB,64.58295899,-0.901525174,990.0482434,952,904.0017566,945.44,766.04125,947.025
PNB,64.58295899,-0.901525174,990.0482434,952,904.0017566,945.44,766.04125,947.025
YESBANK,64.61338945,4.411488233,640.2713455,625.8,523.9436545,620.37,446.419,582.1075
PRESTIGE,64.61861531,0.877482649,246.6386144,239.45,224.8063856,237.71,187.049,235.7225
CUMMINSIND,64.61880679,-0.513136542,710.6303026,689.9,667.9096974,700.25,558.92325,689.27
ALCHEM,64.66825846,0.412327459,51.94950656,45,39.15049344,44.98,48.208,45.55
GSPL,64.68715737,0.268525674,91.63886351,91.1,81.44613649,86.49,71.2235,86.5425
JINDALSTEL,64.74659975,-0.959013507,311.3883289,238.2,207.3066711,235.96,273.185,259.3475
IDBI,64.76128665,0.383046199,82.24852348,77.2,74.05147652,75.68,74.88475,78.15
ORIENTREF,64.77643508,1.132774867,97.94991282,95.1,80.76008718,95.44,63.098,89.355
HATHWAY,64.88075559,3.481085007,301.0099268,301.9,261.5600732,294.17,273.33125,281.285
GLENMARK,64.88662753,1.51102246,785.5148644,770.05,676.7601356,772.72,575.005,731.1375
FINCABLES,64.92582017,1.041829673,244.0318067,230.95,189.0331933,230.2,133.83475,216.5325
KOKUYOCMLN,64.94334344,0.538179183,76.48387788,72.1,49.30112212,71.11,39.4145,62.8925
ENGINERSIN,65.00761505,2.030304822,260.6661407,239.4,221.7038593,237.43,221.501,241.185
PARASPETRO,65.01992604,0.00717313,0.501366637,0.45,0.373633363,0.43,0.3435,0.4375
METKORE,65.19812896,0.15966505,7.822125215,7.9,6.642874785,7.43,7.47175,7.2325
ZEELEARN,65.26586604,-0.21536749,39.86186657,37.45,34.83813343,36.85,29.557,37.35
VADILALIND,65.27575528,0.335193402,253.3288038,241.15,198.2211962,234.63,169.81525,225.775
TIL,65.28680422,0.128635245,390.2836914,369.4,347.5613086,366.52,230.61,368.9225
SYNDIBANK,65.31401809,0.499982281,131.6730301,120.7,115.1769699,118.51,113.23575,123.425
NBVENTURES,65.31745037,3.167116438,232.1746413,228.8,199.4353587,225.6,190.0235,215.805
CANTABIL,65.3262841,-0.199094734,33.3710151,27.75,20.9039849,27.27,20.60325,27.1375
RAINBOWPAP,65.40689247,0.16680008,81.45341435,80.2,78.97158565,80.4,77.6355,80.2125
GODFRYPHLP,65.40737164,39.5233903,3188.957338,2992.6,2525.082662,3120.85,2942.25925,2857.02
ATFL,65.44488347,11.81332356,679.893839,655.9,482.881161,657.88,527.0215,581.3875
HINDALCO,65.5827424,-0.257939138,186.402993,172.9,164.417007,171.29,141.40875,175.41
GAIL,65.58461812,2.263405454,471.148524,455.95,408.661476,454.01,388.14375,439.905
EMAMIINFRA,65.62754054,0.01829671,28.743623,28,26.141377,27.31,21.2495,27.4425
INFODRIVE,65.64994648,-0.07131428,6.286269648,4.8,4.423730352,4.79,5.79275,5.355
GODREJCP,65.66459252,8.526934457,1116.882511,1053.45,827.497489,1057.96,820.9675,972.19
LOVABLE,65.67208535,-1.37716228,418.8154464,395.5,372.5795536,391.71,335.22075,395.6975
GODREJIND,65.69591026,2.086210617,354.8278398,346.8,320.3821602,346.47,304.675,337.605
DRREDDY,65.74877704,3.315199812,3095.305847,3000.85,2703.449153,2998.75,2620.1285,2899.3775
THOMASCOOK,65.7558064,-0.566249468,155.4643849,147.45,130.1306151,146.11,99.382,142.7975
OUDHSUG,65.81091744,0.114314689,25.06517591,23.55,21.44482409,23.34,21.505,23.255
GPPL,65.81270638,1.415486357,167.7581792,166.2,135.3718208,163.26,96.182,151.565
VOLTAMP,65.92460051,3.005450532,720.932024,712.65,662.452976,712.16,528.087,691.6925
VOLTAMP,65.92460051,3.005450532,720.932024,712.65,662.452976,712.16,528.087,691.6925
IBIPL,65.98251824,0.037320998,5.096177691,4.85,4.628822309,4.81,4.22925,4.8625
CMC,65.98736168,19.28111737,2392.469472,2244.55,1735.520528,2249.81,1615.10075,2063.995
HSIL,65.98881281,3.485484803,378.3985988,353.8,248.1064012,353.96,175.199,313.2525
POLARIS,65.99244133,0.589812196,229.6184046,224.1,208.9815954,222.47,178.956,219.3
DQE,66.02006897,0.446289084,22.16916286,18.8,15.53083714,18.7,29.8675,18.85
ADSL,66.09819417,0.464644687,25.75140505,23.5,15.15359495,23.28,17.00375,20.4525
PIPAVAVDOC,66.1440946,0.326853181,51.41798639,47.25,43.23701361,45.34,47.23675,47.3275
JYOTISTRUC,66.21137999,0.354748863,46.77348413,42.95,39.61151587,42.1,39.41625,43.1925
ASIANPAINT,66.34125445,3.999124868,665.3807266,653.9,587.4292734,654.89,534.558,626.405
ARVIND,66.36393399,4.529665441,348.6006647,323.95,205.3193353,323.17,184.67025,276.96
WINSOMEDJ,66.37387748,0.04100971,1.958378855,1.6,1.431621145,1.55,5.152,1.695
TEXINFRA,66.69649049,0.252158198,41.37404207,41.1,37.42595793,40.49,30.83475,39.4
TATASTEEL,66.7089114,-0.813181451,552.3815673,519.2,502.5234327,515.55,445.53925,527.4525
ZEEMEDIA,66.74970749,0.146733569,19.49155736,18.6,15.67344264,18.19,15.596,17.5825
AVTNPL,66.90381582,-0.115363041,53.50457909,49.5,42.88042091,48.98,29.98975,48.1925
MOIL,66.91527995,2.800012886,320.1399564,312.55,273.8200436,311.28,266.455,296.98
GOLDIAM,67.00562206,-0.091800321,37.10250076,31,27.99749924,30.49,26.60075,32.55
KALINDEE,67.05640207,0.756027202,95.00514448,92.05,84.80485552,89.67,81.6915,89.905
HERITGFOOD,67.05884886,4.473954326,363.6185504,353.85,275.0714496,349.38,258.56625,319.345
JAYNECOIND,67.2468812,0.021301787,16.07202861,14.1,13.26797139,14.03,11.745,14.67
NECLIFE,67.25341227,0.480636575,46.28775306,41,24.15224694,40.64,23.94025,35.22
IOB,67.29319376,0.222838871,67.24288968,62.7,58.88211032,60.77,59.57625,63.0625
BBL,67.30992833,6.383712203,665.2533359,635.1,560.0216641,627.64,517.90475,612.6375
SUVEN,67.33019688,5.782338421,219.7105108,204.4,89.40948924,201.29,90.974,154.56
CAIRN,67.39709097,2.034995141,342.1462165,332.75,312.2237835,335.68,335.581,327.185
PROVOGE,67.42828282,0.148567509,9.92017755,9.4,8.32482245,9.28,9.135,9.1225
MANJUSHREE,67.46981182,-5.414296463,447.0306126,408.05,386.7443874,400.06,228.5855,416.8875
GRINDWELL,67.56998562,1.609553783,516.5385767,495.1,428.9564233,498.41,328.55025,472.7475
OFSS,67.64873029,-7.530915059,3714.392665,3636.3,3390.157335,3616.43,3135.64975,3552.275
FORTIS,67.66778987,0.409052211,123.7322492,125.25,113.0527508,119.51,106.74125,118.3925
